"perceiver.id" "target.id" "liking_a" "liking_b" "metaliking_a" "metaliking_b"
"2516" 32 47 4 4 4 3
"2517" 33 47 3 3 3 3
"2518" 34 47 3 3 3 3
"2519" 35 47 3 3 3 3
"2520" 36 47 1 1 2 1
"2521" 37 47 3 2 3 2
"2522" 38 47 3 3 3 3
"2523" 39 47 4 3 3 3
"2524" 40 47 3 3 3 3
"2525" 41 47 3 3 3 3
"2526" 42 47 4 3 3 3
"2527" 43 47 4 4 4 4
"2528" 44 47 3 2 3 3
"2529" 45 47 4 4 3 3
"2530" 46 47 4 4 3 3
"2531" 47 47 NA NA NA NA
"2532" 48 47 3 3 3 3
"2533" 49 47 3 2 3 2
"2534" 50 47 3 4 3 3
"2535" 51 47 3 2 3 3
"2536" 52 47 4 3 3 3
"2537" 53 47 4 3 1 1
"2538" 54 47 3 2 2 2
"2539" 1 48 3 3 3 3
"2540" 2 48 4 4 3 3
"2541" 3 48 4 3 3 3
"2542" 4 48 3 3 3 3
"2543" 5 48 2 1 2 1
"2544" 6 48 5 4 4 4
"2545" 7 48 4 3 2 2
"2546" 8 48 4 4 3 3
"2547" 9 48 4 4 4 4
"2548" 10 48 3 3 3 2
"2549" 11 48 3 3 3 3
"2550" 12 48 4 3 4 3
"2551" 13 48 4 3 4 3
"2552" 14 48 4 4 4 3
"2553" 15 48 3 3 3 3
"2554" 16 48 2 2 2 2
"2555" 17 48 3 3 3 3
"2556" 18 48 4 3 3 2
"2557" 19 48 2 2 2 2
"2558" 20 48 4 4 3 4
"2559" 21 48 3 3 3 3
"2560" 22 48 4 4 3 3
"2561" 23 48 5 5 3 4
"2562" 24 48 4 3 3 2
"2563" 25 48 3 3 3 3
"2564" 26 48 3 3 2 1
"2565" 27 48 1 1 1 1
"2566" 28 48 4 4 3 4
"2567" 29 48 3 2 3 2
"2568" 30 48 2 3 3 3
"2569" 31 48 1 1 3 2
"2570" 32 48 3 3 3 3
"2571" 33 48 4 4 3 3
"2572" 34 48 3 3 3 3
"2573" 35 48 3 3 3 3
"2574" 36 48 4 3 3 2
"2575" 37 48 2 2 2 1
"2576" 38 48 3 3 3 3
"2577" 39 48 4 3 3 3
"2578" 40 48 3 3 3 3
"2579" 41 48 4 3 3 3
"2580" 42 48 3 2 2 2
"2581" 43 48 3 3 3 3
"2582" 44 48 4 4 3 3
"2583" 45 48 5 5 3 4
"2584" 46 48 4 4 3 3
"2585" 47 48 4 4 3 3
"2586" 48 48 NA NA NA NA
"2587" 49 48 3 3 3 3
"2588" 50 48 4 4 3 3
"2589" 51 48 4 3 3 4
"2590" 52 48 4 4 3 3
"2591" 53 48 3 3 1 0
"2592" 54 48 3 3 2 2
"2593" 1 49 3 3 3 3
"2594" 2 49 3 3 3 2
"2595" 3 49 4 2 3 3
"2596" 4 49 3 4 3 3
"2597" 5 49 4 3 3 1
"2598" 6 49 4 3 3 3
"2599" 7 49 5 4 3 3
"2600" 8 49 4 4 3 3
"2601" 9 49 4 5 3 3
"2602" 10 49 4 4 3 3
"2603" 11 49 3 3 2 2
"2604" 12 49 3 2 3 2
"2605" 13 49 4 3 4 4
"2606" 14 49 4 3 3 3
"2607" 15 49 4 4 3 3
"2608" 16 49 5 5 5 5
"2609" 17 49 3 3 3 3
"2610" 18 49 5 4 3 4
"2611" 19 49 2 2 2 2
"2612" 20 49 4 4 4 4
"2613" 21 49 3 2 3 3
"2614" 22 49 4 4 3 3
"2615" 23 49 4 5 2 4
"2616" 24 49 5 4 4 3
"2617" 25 49 3 4 3 3
"2618" 26 49 3 3 3 3
"2619" 27 49 4 3 3 3
"2620" 28 49 4 4 3 3
"2621" 29 49 4 4 4 3
"2622" 30 49 4 4 3 3
"2623" 31 49 5 5 3 4
"2624" 32 49 2 2 2 2
"2625" 33 49 3 3 3 3
"2626" 34 49 4 4 3 3
"2627" 35 49 2 2 2 2
"2628" 36 49 2 1 2 2
"2629" 37 49 1 2 2 1
"2630" 38 49 4 4 4 4
"2631" 39 49 4 3 3 3
"2632" 40 49 4 4 3 3
"2633" 41 49 4 3 3 3
"2634" 42 49 3 0 1 1
"2635" 43 49 2 2 2 2
"2636" 44 49 3 2 3 2
"2637" 45 49 5 5 3 4
"2638" 46 49 5 5 3 3
"2639" 47 49 4 4 3 3
"2640" 48 49 4 4 4 4
"2641" 49 49 NA NA NA NA
"2642" 50 49 5 5 3 3
"2643" 51 49 3 2 3 2
"2644" 52 49 4 3 3 3
"2645" 53 49 3 2 1 0
"2646" 54 49 3 3 3 3
"2647" 1 50 3 4 2 3
"2648" 2 50 4 4 3 2
"2649" 3 50 3 3 2 2
"2650" 4 50 3 2 3 2
"2651" 5 50 3 3 3 3
"2652" 6 50 4 4 4 3
"2653" 7 50 4 4 3 2
"2654" 8 50 4 4 3 3
"2655" 9 50 3 3 3 2
"2656" 10 50 2 2 2 1
"2657" 11 50 3 2 2 2
"2658" 12 50 4 4 3 3
"2659" 13 50 4 3 4 3
"2660" 14 50 4 3 3 2
"2661" 15 50 2 2 2 2
"2662" 16 50 4 3 4 3
"2663" 17 50 3 3 2 2
"2664" 18 50 1 0 2 1
"2665" 19 50 1 1 2 2
"2666" 20 50 3 2 3 2
"2667" 21 50 3 3 3 3
"2668" 22 50 4 4 4 4
"2669" 23 50 4 5 2 4
"2670" 24 50 3 3 3 2
"2671" 25 50 3 2 2 2
"2672" 26 50 4 4 4 4
"2673" 27 50 3 3 3 3
"2674" 28 50 4 4 3 4
"2675" 29 50 3 3 3 2
"2676" 30 50 4 3 2 3
"2677" 31 50 3 0 2 2
"2678" 32 50 3 3 3 3
"2679" 33 50 4 4 3 3
"2680" 34 50 2 2 2 2
"2681" 35 50 3 3 3 3
"2682" 36 50 2 1 2 0
"2683" 37 50 1 1 1 1
"2684" 38 50 3 3 3 3
"2685" 39 50 4 3 3 2
"2686" 40 50 4 4 3 3
"2687" 41 50 4 3 3 3
"2688" 42 50 3 4 3 3
"2689" 43 50 3 3 3 3
"2690" 44 50 4 4 4 3
"2691" 45 50 4 4 3 3
"2692" 46 50 4 4 3 3
"2693" 47 50 4 4 3 2
"2694" 48 50 4 4 4 4
"2695" 49 50 3 3 2 2
"2696" 50 50 NA NA NA NA
"2697" 51 50 4 4 4 3
"2698" 52 50 4 3 3 3
"2699" 53 50 3 3 1 1
"2700" 54 50 3 3 2 2
"2701" 1 51 3 3 3 2
"2702" 2 51 3 3 2 2
"2703" 3 51 3 3 3 3
"2704" 4 51 3 3 2 2
"2705" 5 51 2 1 1 1
"2706" 6 51 5 4 3 3
"2707" 7 51 5 4 3 3
"2708" 8 51 4 4 3 3
"2709" 9 51 4 5 4 4
"2710" 10 51 3 3 2 2
"2711" 11 51 4 3 2 2
"2712" 12 51 4 3 3 3
"2713" 13 51 5 3 4 3
"2714" 14 51 4 4 2 2
"2715" 15 51 3 2 2 2
"2716" 16 51 3 3 2 2
"2717" 17 51 3 4 3 3
"2718" 18 51 5 4 2 2
"2719" 19 51 2 2 2 2
"2720" 20 51 4 2 3 2
"2721" 21 51 3 3 3 2
"2722" 22 51 3 3 3 3
"2723" 23 51 1 0 2 3
"2724" 24 51 2 2 3 3
"2725" 25 51 2 1 2 2
"2726" 26 51 3 2 3 3
"2727" 27 51 2 1 2 1
"2728" 28 51 4 4 4 4
"2729" 29 51 3 3 3 3
"2730" 30 51 2 3 3 3
"2731" 31 51 1 0 1 0
"2732" 32 51 3 1 1 1
"2733" 33 51 3 3 3 3
"2734" 34 51 3 3 3 3
"2735" 35 51 3 3 3 3
"2736" 36 51 4 3 4 3
"2737" 37 51 4 4 4 4
"2738" 38 51 2 2 2 2
"2739" 39 51 4 4 3 3
"2740" 40 51 1 1 2 2
"2741" 41 51 3 3 3 3
"2742" 42 51 3 3 3 2
"2743" 43 51 3 3 3 3
"2744" 44 51 3 4 2 2
"2745" 45 51 5 5 3 3
"2746" 46 51 5 5 3 3
"2747" 47 51 3 3 3 3
"2748" 48 51 4 4 4 4
"2749" 49 51 3 3 3 3
"2750" 50 51 4 3 2 1
"2751" 51 51 NA NA NA NA
"2752" 52 51 5 4 4 4
"2753" 53 51 2 2 1 0
"2754" 54 51 3 3 2 2
"2755" 1 52 3 3 2 2
"2756" 2 52 4 3 3 3
"2757" 3 52 4 3 3 3
"2758" 4 52 3 4 3 3
"2759" 5 52 3 2 2 1
"2760" 6 52 5 5 4 4
"2761" 7 52 4 4 3 3
"2762" 8 52 4 4 3 3
"2763" 9 52 4 5 4 4
"2764" 10 52 4 3 3 2
"2765" 11 52 4 3 3 3
"2766" 12 52 2 2 3 2
"2767" 13 52 5 4 4 3
"2768" 14 52 5 3 3 3
"2769" 15 52 4 4 4 4
"2770" 16 52 2 3 3 3
"2771" 17 52 4 4 3 3
"2772" 18 52 4 4 3 2
"2773" 19 52 3 3 2 2
"2774" 20 52 4 4 4 4
"2775" 21 52 3 3 3 3
"2776" 22 52 4 4 3 3
"2777" 23 52 3 3 3 3
"2778" 24 52 4 4 2 2
"2779" 25 52 3 4 3 2
"2780" 26 52 4 4 3 3
"2781" 27 52 4 3 3 3
"2782" 28 52 4 4 3 3
"2783" 29 52 4 4 4 4
"2784" 30 52 4 4 4 4
"2785" 31 52 4 4 4 3
"2786" 32 52 2 2 2 2
"2787" 33 52 4 3 3 3
"2788" 34 52 3 3 3 3
"2789" 35 52 3 2 3 3
"2790" 36 52 3 2 3 2
"2791" 37 52 4 3 3 3
"2792" 38 52 4 4 4 4
"2793" 39 52 4 3 3 3
"2794" 40 52 3 3 3 3
"2795" 41 52 3 3 3 3
"2796" 42 52 4 4 3 3
"2797" 43 52 2 3 3 3
"2798" 44 52 4 4 4 3
"2799" 45 52 5 5 3 3
"2800" 46 52 5 5 3 3
"2801" 47 52 3 3 3 3
"2802" 48 52 4 4 4 4
"2803" 49 52 3 3 2 2
"2804" 50 52 5 4 3 2
"2805" 51 52 4 4 4 4
"2806" 52 52 NA NA NA NA
"2807" 53 52 3 3 1 1
"2808" 54 52 3 3 2 2
"2809" 1 53 3 3 3 2
"2810" 2 53 4 4 3 3
"2811" 3 53 4 3 3 3
"2812" 4 53 3 3 3 2
"2813" 5 53 3 2 2 1
"2814" 6 53 5 4 4 3
"2815" 7 53 4 5 3 3
"2816" 8 53 4 4 3 3
"2817" 9 53 5 5 4 4
"2818" 10 53 4 3 3 3
"2819" 11 53 3 2 3 3
"2820" 12 53 3 3 3 3
"2821" 13 53 4 3 4 3
"2822" 14 53 5 5 3 3
"2823" 15 53 4 3 3 3
"2824" 16 53 3 3 3 3
"2825" 17 53 3 3 3 2
"2826" 18 53 5 4 3 2
"2827" 19 53 2 2 2 2
"2828" 20 53 4 3 3 2
"2829" 21 53 4 4 3 3
"2830" 22 53 3 3 3 3
"2831" 23 53 3 4 3 4
"2832" 24 53 4 4 3 3
"2833" 25 53 3 4 3 3
"2834" 26 53 3 3 3 3
"2835" 27 53 4 4 4 3
"2836" 28 53 4 4 4 3
"2837" 29 53 2 2 3 3
"2838" 30 53 4 4 3 4
"2839" 31 53 2 1 2 3
"2840" 32 53 3 3 3 3
"2841" 33 53 4 3 3 3
"2842" 34 53 4 4 3 3
"2843" 35 53 3 3 3 3
"2844" 36 53 3 3 3 3
"2845" 37 53 4 4 3 2
"2846" 38 53 4 4 4 4
"2847" 39 53 4 3 3 3
"2848" 40 53 3 3 4 3
"2849" 41 53 4 4 3 3
"2850" 42 53 3 2 3 2
"2851" 43 53 3 3 3 3
"2852" 44 53 4 4 4 3
"2853" 45 53 4 4 3 3
"2854" 46 53 5 5 3 3
"2855" 47 53 4 4 3 3
"2856" 48 53 3 3 3 3
"2857" 49 53 3 2 3 2
"2858" 50 53 4 4 4 4
"2859" 51 53 4 3 3 3
"2860" 52 53 3 3 3 3
"2861" 53 53 NA NA NA NA
"2862" 54 53 4 4 3 3
"2863" 1 54 3 2 3 3
"2864" 2 54 4 3 3 2
"2865" 3 54 3 2 3 3
"2866" 4 54 2 2 2 2
"2867" 5 54 3 2 2 1
"2868" 6 54 5 4 3 3
"2869" 7 54 4 4 3 3
"2870" 8 54 3 3 3 3
"2871" 9 54 4 4 3 3
"2872" 10 54 2 3 2 1
"2873" 11 54 3 3 3 3
"2874" 12 54 3 2 2 2
"2875" 13 54 3 3 3 2
"2876" 14 54 3 2 3 3
"2877" 15 54 3 3 3 3
"2878" 16 54 5 5 5 5
"2879" 17 54 3 3 3 3
"2880" 18 54 4 3 3 3
"2881" 19 54 3 3 2 2
"2882" 20 54 4 4 3 3
"2883" 21 54 3 2 3 3
"2884" 22 54 3 3 3 3
"2885" 23 54 5 5 3 3
"2886" 24 54 4 4 3 3
"2887" 25 54 3 3 3 2
"2888" 26 54 4 4 3 3
"2889" 27 54 3 2 3 3
"2890" 28 54 3 3 2 2
"2891" 29 54 4 3 4 3
"2892" 30 54 2 2 3 3
"2893" 31 54 4 3 3 3
"2894" 32 54 4 3 3 3
"2895" 33 54 3 3 3 3
"2896" 34 54 3 3 3 3
"2897" 35 54 2 2 2 2
"2898" 36 54 2 1 3 1
"2899" 37 54 2 2 1 0
"2900" 38 54 3 3 3 3
"2901" 39 54 3 3 3 3
"2902" 40 54 3 3 3 3
"2903" 41 54 4 3 3 3
"2904" 42 54 2 1 1 1
"2905" 43 54 3 3 3 3
"2906" 44 54 4 3 2 2
"2907" 45 54 5 5 3 3
"2908" 46 54 4 4 3 3
"2909" 47 54 3 3 3 3
"2910" 48 54 2 2 2 2
"2911" 49 54 2 2 2 2
"2912" 50 54 5 5 3 4
"2913" 51 54 2 1 3 2
"2914" 52 54 4 3 3 3
"2915" 53 54 5 4 1 1
"2916" 54 54 NA NA NA NA
